ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,ExpectedDomain,DomainFlag
2136,Dr. Shahid Masood,ARY News,Express Tribune,Sindh,Hyderabad,Politics,Government to increase petrol price by Rs. 20,90.49794777,5000000.0,498.0,,,26.59992716,,5000000.0,1,0,2021-06-06,English,,,"['Politics', 'Judiciary']",1
2137,Mohsin Raza,Express News,Dawn,AJK,Muzaffarabad,Education,Teachers boycott classes in KP,,5000000.0,475.0,,,38.20825752,198382.0,10000000.0,0,0,2024-10-11,urdu,,,"['Media', 'Politics']",0
2138,Umar Cheema,Samaa TV,Jang,AJK,Muzaffarabad,Education,Teachers boycott classes in KP,95.90320367,5000000.0,464.0,-1.632840619,,1596431.0,189145.0,5000000.0,,0,2024-02-17,,Neutral,23666.0,"['Crime', 'Politics']",0
2139,Shahzeb Khanzada,Dawn News,The News,Balochistan,Quetta,Sports,Health workers go on strike in Punjab,,,,,-1.0,,33898.0,,,0,2019-08-15,ENG,Neutral,,"['Politics', 'Economy', 'Media']",0
2140,Umar Cheema,Geo News,Dawn,Balochistan,Quetta,Economy,Stock exchange crashes amid crisis,87.71044637,2458168.0,,,,,119351.0,,0,0,2025-07-10,Urdu,Neutral,13887.0,"['Crime', 'Politics']",0
2141,Shahzeb Khanzada,ARY News,Nawa-i-Waqt,Sindh,Karachi,Media,Ban on talkshows sparks outrage,57.31508175,,,-0.1328434688,,,60242.0,535161.1971,1,0,2021-04-26,ENG,Pro-Govt,,"['Politics', 'Economy', 'Media']",1
2142,Kamran Shahid,ARY News,Dawn,Punjab,Lahore,Politics,Opposition stages walkout in National Assembly,,5000000.0,272.0,,,,,143692.1006,1,0,2019-06-09,English,Opposition,,"['Politics', 'Media']",1
2143,Rauf Klasra,Express News,Dawn,Balochistan,Quetta,Terrorism,Army chief meets PM over political crisis,,5000000.0,,1.104001863,2.0,1313703.0,75571.0,10000000.0,1,0,2021-12-19,Urdu,Opposition,2705.0,"['Politics', 'Economy']",0
2144,Umar Cheema,Geo News,Jang,Balochistan,Quetta,Environment,Thousands displaced due to rains,,1000000.0,,1.499739835,,419055.0,114392.0,5000000.0,1,0,2020-12-01,urdu,,32951.0,"['Crime', 'Politics']",0
2145,Ansar Abbasi,AbbTakk News,Jang,Punjab,Lahore,Sports,New talent emerges in under-19 cricket,38.93230963,1000000.0,,1.21709289,3.0,,,10000000.0,,0,2023-12-01,English,Opposition,19283.0,"['Judiciary', 'Politics']",0
2146,Mohsin Raza,Dawn News,The News,Punjab,Rawalpindi,Politics,Khan addresses rally in Multan,50.06644901,,,,5.0,990648.0,,10000000.0,0,0,2022-08-16,Urdu,Opposition,8943.0,"['Media', 'Politics']",1
2147,Nusrat Javed,Geo News,Express Tribune,Balochistan,Quetta,Economy,Trade deficit widens again,81.91634037,5000000.0,,,5.0,47.34822461,98279.0,5000000.0,,0,2019-04-08,,Opposition,12685.0,"['Politics', 'Media']",0
2148,Kamran Khan,Hum News,Daily Pakistan,Islamabad,Islamabad,Politics,Opposition stages walkout in National Assembly,,20000000.0,203.0,-0.09404379065,,,,10000000.0,0,0,2020-02-26,urdu,Opposition,15926.0,"['Politics', 'Economy', 'Sports', 'Media']",1
2149,Ansar Abbasi,Samaa TV,Dawn,AJK,Muzaffarabad,Politics,Villages submerged in southern Punjab,82.25367396,,332.0,,,,,10000000.0,,0,2024-06-16,Urdu,Opposition,,"['Judiciary', 'Politics']",1
2150,Umar Cheema,AbbTakk News,Jang,KPK,Peshawar,Politics,Remittances fall sharply in July,82.97114381,1000000.0,,1.156273053,,10.30165425,180621.0,,,0,2021-10-01,urdu,,,"['Crime', 'Politics']",1
2151,Ansar Abbasi,Samaa TV,Dawn,Balochistan,Quetta,Politics,Election rigging scandal unfolds in Lahore,27.98689468,20000000.0,330.0,,,28.37917071,57018.0,,,0,2021-07-24,,,16315.0,"['Judiciary', 'Politics']",1
2152,Shahzeb Khanzada,Samaa TV,Nawa-i-Waqt,KPK,Peshawar,Politics,International squash event begins in Islamabad,100.0,4012077.0,150.0,,5.0,1703874.0,,5000000.0,0,0,2021-02-19,,Opposition,6242.0,"['Politics', 'Economy', 'Media']",1
2153,Kamran Khan,Express News,The News,Sindh,Karachi,Media,Ban on talkshows sparks outrage,,1000000.0,,0.7943635396,,497830.0,117351.0,5000000.0,0,0,2019-05-27,,,,"['Politics', 'Economy', 'Sports', 'Media']",1
2154,Shahzeb Khanzada,ARY News,Dawn,Sindh,Karachi,Politics,Election rigging scandal unfolds in Lahore,48.53614705,1000000.0,,-0.8007457432,,935078.0,197041.0,5000000.0,1,0,2021-03-24,,,,"['Politics', 'Economy', 'Media']",1
2155,Dr. Shahid Masood,Dawn News,Jang,Punjab,Rawalpindi,Crime,Chief Justice orders suo moto on Karachi violence,,,,0.88705849,,,155880.0,3247786.221,0,0,2018-01-10,Urdu,Pro-Govt,,"['Politics', 'Judiciary']",0
2156,Umar Cheema,Hum News,Dawn,Balochistan,Quetta,Media,"Media freedom at risk, says HRCP report",,20000000.0,,,,,89228.0,837041.3801,0,0,2018-05-22,English,,33588.0,"['Crime', 'Politics']",0
2157,Ansar Abbasi,ARY News,Dawn,AJK,Muzaffarabad,Media,Ban on talkshows sparks outrage,,15627094.0,,0.5476638152,,826431.0,,1222406.707,1,0,2018-06-08,ENG,,,"['Judiciary', 'Politics']",0
2158,Dr. Shahid Masood,ARY News,Jang,Punjab,Lahore,Health,COVID resurfaces in Islamabad schools,,1000000.0,,,,,140754.0,3073419.731,,0,2020-04-06,Urdu,Opposition,26294.0,"['Politics', 'Judiciary']",0
2159,Owais Tohid,AbbTakk News,Dawn,Sindh,Karachi,Politics,Khan addresses rally in Multan,,1000000.0,461.0,-1.602985706,4.0,,141410.0,5000000.0,,0,2019-09-14,ENG,Opposition,,"['Media', 'Politics']",1
2160,Rauf Klasra,Geo News,Jang,Balochistan,Quetta,Politics,Government launches CPEC project in Gwadar,4.678201272,1000000.0,,,,37.25247952,,10000000.0,1,0,2018-02-08,urdu,Opposition,,"['Politics', 'Economy']",1
2161,Mohsin Raza,ARY News,The News,Punjab,Multan,Environment,Karachi drainage system collapses,100.0,,246.0,-1.945029264,2.0,752276.0,47649.0,10000000.0,1,0,2021-04-01,urdu,Pro-Govt,22501.0,"['Media', 'Politics']",0
2162,Asma Shirazi,Geo News,Dawn,Punjab,Lahore,Crime,Chief Justice orders suo moto on Karachi violence,27.55562624,2078768.0,467.0,-0.4015252369,,1360235.0,,,1,0,2025-12-01,ENG,Neutral,,"['Politics', 'Media']",0
2163,Mohsin Raza,Dawn News,Nawa-i-Waqt,Punjab,Rawalpindi,Health,Vaccination drive faces shortage,55.82400361,1000000.0,423.0,,5.0,,68825.0,,0,0,2018-02-04,urdu,Neutral,,"['Media', 'Politics']",0
2164,Owais Tohid,ARY News,Jang,AJK,Muzaffarabad,Education,Student unions demand restoration,20.75451418,1000000.0,,-1.146496819,4.0,14.00027078,,10000000.0,1,0,2023-10-02,ENG,Opposition,23848.0,"['Media', 'Politics']",0
2165,Owais Tohid,Samaa TV,Jang,AJK,Muzaffarabad,Judiciary,Remittances fall sharply in July,,5000000.0,238.0,,,40.74758938,,1473310.044,0,0,2024-10-17,ENG,Opposition,1401.0,"['Media', 'Politics']",0
2166,Kamran Khan,Samaa TV,Nawa-i-Waqt,Sindh,Hyderabad,Sports,Women cricket team sets new record,,1000000.0,,-1.516256623,,11.50299232,,1633973.752,1,0,2025-09-02,ENG,,24427.0,"['Politics', 'Economy', 'Sports', 'Media']",1
2167,Talat Hussain,Dawn News,Dawn,KPK,Peshawar,Politics,Aid for Balochistan still missing,,5000000.0,,-0.06307352465,,,174323.0,,1,0,2021-12-21,ENG,,,"['Politics', 'Media']",1
2168,Mohsin Raza,Samaa TV,The News,Balochistan,Quetta,Education,Student unions demand restoration,,,,,,6480.0,194489.0,2022746.126,1,0,2020-02-20,urdu,Neutral,8558.0,"['Media', 'Politics']",0
2169,Shahzeb Khanzada,Geo News,The News,Sindh,Hyderabad,Judiciary,New universities to be established,75.96680825,,78.0,,2.0,1916445.0,,,0,0,2019-06-12,English,Neutral,20559.0,"['Politics', 'Economy', 'Media']",0
2170,Najam Sethi,Geo News,Jang,AJK,Muzaffarabad,Environment,Flood relief funds under scrutiny,,18235105.0,147.0,-0.3600210955,,7.172956304,73945.0,,1,0,2021-01-12,,Opposition,39738.0,"['Politics', 'Media', 'Sports']",0
2171,Najam Sethi,Express News,Express Tribune,Balochistan,Quetta,Politics,SC disqualifies minister in assets case,22.46818902,5000000.0,,,,159608.0,,10000000.0,,0,2019-02-20,Urdu,Pro-Govt,17269.0,"['Politics', 'Media', 'Sports']",1
2172,Rauf Klasra,ARY News,Jang,KPK,Peshawar,Economy,Budget deficit reaches record high,,5000000.0,310.0,-0.9787394503,1.0,1886050.0,,816616.5502,,0,2020-05-19,,,,"['Politics', 'Economy']",1
2173,Ansar Abbasi,Dawn News,Express Tribune,Punjab,Multan,Education,Punjab launches scholarship scheme,,20000000.0,50.0,0.8040652378,5.0,,22980.0,5000000.0,1,0,2019-11-01,,Opposition,20402.0,"['Judiciary', 'Politics']",0
2174,Nusrat Javed,ARY News,Dawn,Balochistan,Quetta,Health,Polio cases reported in KPK,26.16810281,12574364.0,471.0,0.5865394404,,,,3784023.92,0,0,2021-06-10,English,Neutral,39531.0,"['Politics', 'Media']",0
2175,Ansar Abbasi,ARY News,The News,Balochistan,Quetta,Terrorism,Attack on Army convoy in Waziristan,,5000000.0,52.0,-1.950526295,,43.11102926,91855.0,,1,0,2019-04-21,Urdu,,,"['Judiciary', 'Politics']",0
2176,Najam Sethi,AbbTakk News,Nawa-i-Waqt,KPK,Peshawar,Environment,Thousands displaced due to rains,,5000000.0,,-1.726200838,4.0,,198137.0,,,0,2025-07-05,English,,42722.0,"['Politics', 'Media', 'Sports']",0
2177,Mohsin Raza,Geo News,Jang,Sindh,Karachi,Crime,Top court rejects NAB report,,,154.0,,,30032.0,,,1,0,2021-03-05,,Neutral,20116.0,"['Media', 'Politics']",0
2178,Kamran Khan,Hum News,Daily Pakistan,Punjab,Rawalpindi,Media,International squash event begins in Islamabad,51.36033588,20000000.0,80.0,-1.862820725,,,,5000000.0,0,0,2023-02-26,English,,,"['Politics', 'Economy', 'Sports', 'Media']",1
2179,Shahzeb Khanzada,Hum News,The News,Islamabad,Islamabad,Terrorism,Security forces foil major terror bid,,1000000.0,455.0,-1.613931225,,881116.0,,,0,0,2019-11-17,Urdu,Pro-Govt,,"['Politics', 'Economy', 'Media']",0
2180,Saleem Safi,Express News,Jang,Punjab,Rawalpindi,Terrorism,Quetta blast: ISPR releases statement,22.29983405,20000000.0,,-1.138118837,,19.51720106,18105.0,5000000.0,1,0,2024-01-04,English,Pro-Govt,23294.0,"['Politics', 'Terrorism']",1
2181,Asma Shirazi,Hum News,Dawn,Punjab,Multan,Health,Vaccination drive faces shortage,48.69409413,20000000.0,,,,276184.0,56758.0,2562740.235,0,0,2020-07-11,Urdu,Pro-Govt,,"['Politics', 'Media']",0
2182,Rauf Klasra,Hum News,Daily Pakistan,Islamabad,Islamabad,Media,Ban on talkshows sparks outrage,,20000000.0,40.0,,2.0,46.15929076,,,0,0,2023-07-14,ENG,Neutral,6575.0,"['Politics', 'Economy']",0
2183,Talat Hussain,ARY News,Daily Pakistan,AJK,Muzaffarabad,Politics,Villages submerged in southern Punjab,,12767117.0,,,,,38768.0,10000000.0,0,0,2024-09-09,English,Opposition,,"['Politics', 'Media']",1
2184,Asma Shirazi,Dawn News,The News,Sindh,Hyderabad,Media,Digital media gaining popularity,100.0,1000000.0,,,,,,3068202.333,1,0,2025-06-09,urdu,Pro-Govt,21420.0,"['Politics', 'Media']",1
2185,Shahzeb Khanzada,Geo News,Jang,Balochistan,Quetta,Terrorism,Attack on Army convoy in Waziristan,,20000000.0,246.0,,1.0,,,5000000.0,0,0,2023-10-06,,Neutral,,"['Politics', 'Economy', 'Media']",0
2186,Asma Shirazi,AbbTakk News,Dawn,Sindh,Hyderabad,Media,"Media freedom at risk, says HRCP report",100.0,5000000.0,419.0,-1.301456935,4.0,15.46173682,133473.0,949851.3718,0,0,2025-07-01,English,,26646.0,"['Politics', 'Media']",1
2187,Ansar Abbasi,Express News,The News,Sindh,Hyderabad,Sports,Cricket team departs for World Cup,17.20195636,,,-0.4569931417,,670508.0,,5000000.0,,0,2025-06-06,,Neutral,22233.0,"['Judiciary', 'Politics']",0
2188,Rauf Klasra,ARY News,Jang,Sindh,Hyderabad,Politics,Election rigging scandal unfolds in Lahore,,,,-0.6517714458,,,,5000000.0,0,0,2023-01-13,ENG,Pro-Govt,,"['Politics', 'Economy']",1
2189,Talat Hussain,Geo News,The News,Sindh,Karachi,Media,Ban on talkshows sparks outrage,,19912955.0,141.0,-0.5328972327,3.0,1717834.0,,,0,0,2019-08-15,Urdu,Neutral,,"['Politics', 'Media']",1
2190,Najam Sethi,Dawn News,Dawn,Punjab,Multan,Crime,Court orders release of missing persons,26.18622758,1000000.0,,-1.592758294,5.0,,66615.0,5000000.0,1,0,2022-05-10,Urdu,Neutral,14510.0,"['Politics', 'Media', 'Sports']",0
2191,Mohsin Raza,Dawn News,The News,Sindh,Hyderabad,Economy,Senate passes constitutional amendment,,,,,,6.763869624,123564.0,5000000.0,,0,2024-05-24,urdu,,,"['Media', 'Politics']",0
2192,Mohsin Raza,Hum News,Jang,AJK,Muzaffarabad,Terrorism,Army chief meets PM over political crisis,,,,-0.8349964597,,1497334.0,89183.0,5000000.0,,0,2019-04-12,ENG,Opposition,13126.0,"['Media', 'Politics']",0
2193,Kamran Khan,Hum News,Nawa-i-Waqt,Sindh,Karachi,Environment,Karachi drainage system collapses,,5000000.0,203.0,0.249521134,,,112600.0,,0,0,2021-07-16,ENG,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",0
2194,Nusrat Javed,Samaa TV,The News,Sindh,Karachi,Politics,Government to increase petrol price by Rs. 20,7.287559064,,,,,,,5000000.0,,0,2018-06-09,ENG,Opposition,,"['Politics', 'Media']",1
2195,Talat Hussain,ARY News,Dawn,KPK,Peshawar,Sports,Remittances fall sharply in July,,,210.0,-1.387139443,-1.0,1956778.0,,,0,0,2025-09-17,English,Opposition,48960.0,"['Politics', 'Media']",0
2196,Asma Shirazi,Express News,Express Tribune,Islamabad,Islamabad,Economy,HEC budget slashed again,,,364.0,-0.7199903685,,,176396.0,10000000.0,1,0,2022-12-24,urdu,Opposition,17256.0,"['Politics', 'Media']",0
2197,Matiullah Jan,Dawn News,Express Tribune,Sindh,Hyderabad,Judiciary,Case adjourned till next week,58.95040427,20000000.0,,-0.8222808953,,2.934744373,,4601842.385,0,0,2023-09-15,,Pro-Govt,18689.0,"['Judiciary', 'Politics']",1
2198,Saleem Safi,Geo News,Nawa-i-Waqt,Sindh,Karachi,Crime,Court orders release of missing persons,,1000000.0,,,,1047130.0,110715.0,,,0,2019-08-18,urdu,Neutral,,"['Politics', 'Terrorism']",0
2199,Talat Hussain,Geo News,Nawa-i-Waqt,Islamabad,Islamabad,Health,COVID resurfaces in Islamabad schools,,,341.0,,-1.0,,,5000000.0,0,0,2024-05-26,ENG,Pro-Govt,1296.0,"['Politics', 'Media']",0
2200,Shahzeb Khanzada,AbbTakk News,Dawn,KPK,Peshawar,Economy,Budget deficit reaches record high,,20000000.0,,0.5704430131,,1875819.0,,4124758.142,,0,2020-01-12,ENG,Pro-Govt,12577.0,"['Politics', 'Economy', 'Media']",1
2201,Shahzeb Khanzada,Hum News,The News,Balochistan,Quetta,Politics,Election rigging scandal unfolds in Lahore,76.52093902,5000000.0,,0.411884304,,1202907.0,,10000000.0,,0,2025-11-26,,Opposition,,"['Politics', 'Economy', 'Media']",1
2202,Shahzeb Khanzada,Geo News,Daily Pakistan,Balochistan,Quetta,Sports,Women cricket team sets new record,,9425214.0,,-0.5296488648,4.0,,,1270660.305,0,0,2022-11-21,urdu,Neutral,,"['Politics', 'Economy', 'Media']",0
2203,Kamran Shahid,Samaa TV,Daily Pakistan,Sindh,Karachi,Economy,Pakistan seeks investment from Gulf countries,40.77924827,,162.0,,4.0,,165712.0,5000000.0,0,0,2024-02-22,ENG,Neutral,,"['Politics', 'Media']",0
2204,Umar Cheema,Samaa TV,The News,KPK,Peshawar,Health,COVID resurfaces in Islamabad schools,74.74458697,904021.0,382.0,0.2057397339,,49.1170671,,3347886.933,0,0,2019-06-24,English,Neutral,,"['Crime', 'Politics']",0
2205,Kamran Shahid,Dawn News,Nawa-i-Waqt,Sindh,Karachi,Sports,Pakistan football team defeats India,100.0,1000000.0,,,1.0,,,645897.2641,1,0,2020-09-18,Urdu,,,"['Politics', 'Media']",0
2206,Talat Hussain,Samaa TV,The News,Islamabad,Islamabad,Politics,Government announces new health policy,,5000000.0,190.0,,1.0,,139037.0,5000000.0,,0,2022-12-22,Urdu,,,"['Politics', 'Media']",1
2207,Asma Shirazi,Express News,Daily Pakistan,AJK,Muzaffarabad,Sports,Babar Azam century wins the game,,,,-0.7689784188,-1.0,2.001417101,,5000000.0,0,0,2020-12-19,Urdu,Opposition,38497.0,"['Politics', 'Media']",0
2208,Saleem Safi,ARY News,Nawa-i-Waqt,AJK,Muzaffarabad,Crime,Counter-terrorism department arrests suspects,,1000000.0,115.0,,,6.520779044,,,1,0,2024-03-12,ENG,Pro-Govt,,"['Politics', 'Terrorism']",0
2209,Kamran Khan,Dawn News,The News,Islamabad,Islamabad,Politics,Government to increase petrol price by Rs. 20,,20000000.0,,,0.0,3.214172706,,,0,0,2020-04-02,English,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",1
2210,Owais Tohid,ARY News,Nawa-i-Waqt,Punjab,Rawalpindi,Economy,Mental health awareness campaign launched,44.93599375,20000000.0,282.0,,5.0,22.02413293,188919.0,10000000.0,1,0,2024-04-23,English,,,"['Media', 'Politics']",0
2211,Kamran Khan,ARY News,Daily Pakistan,Punjab,Multan,Politics,Remittances fall sharply in July,,5946133.0,,,,1626940.0,157532.0,,1,0,2024-06-28,English,Neutral,23612.0,"['Politics', 'Economy', 'Sports', 'Media']",1
2212,Umar Cheema,Express News,Dawn,Punjab,Rawalpindi,Media,Dawn faces backlash over editorial,,1000000.0,,-1.12377591,4.0,,43317.0,5000000.0,1,0,2019-06-01,ENG,,49099.0,"['Crime', 'Politics']",0
2213,Talat Hussain,Express News,Nawa-i-Waqt,Sindh,Hyderabad,Economy,Dollar hits 300 in open market,31.78000861,1000000.0,,,,0.8171418433,165338.0,,1,0,2018-01-10,ENG,Pro-Govt,,"['Politics', 'Media']",0
2214,Talat Hussain,Samaa TV,Express Tribune,Sindh,Karachi,Terrorism,TTP commander killed in operation,,5000000.0,134.0,-0.3191742532,-1.0,,193672.0,5000000.0,,0,2018-08-05,,Pro-Govt,23749.0,"['Politics', 'Media']",0
2215,Umar Cheema,ARY News,The News,KPK,Peshawar,Sports,Pakistan football team defeats India,,1000000.0,,,,,29771.0,10000000.0,1,0,2018-05-14,,Neutral,25295.0,"['Crime', 'Politics']",0
2216,Mohsin Raza,ARY News,The News,Sindh,Karachi,Media,News anchor resigns citing threats,,20000000.0,,,2.0,,186177.0,,1,0,2024-09-21,urdu,Neutral,32797.0,"['Media', 'Politics']",1
2217,Rauf Klasra,AbbTakk News,Dawn,Punjab,Rawalpindi,Education,Curriculum reforms announced,,5264532.0,,,,,181023.0,10000000.0,1,0,2018-12-20,ENG,Opposition,45345.0,"['Politics', 'Economy']",0
2218,Rauf Klasra,ARY News,Express Tribune,Sindh,Hyderabad,Terrorism,Suicide bombing in Peshawar mosque,,13290367.0,390.0,1.669015797,,1818278.0,,,1,0,2021-12-09,Urdu,Neutral,,"['Politics', 'Economy']",0
2219,Ansar Abbasi,ARY News,Express Tribune,KPK,Peshawar,Judiciary,Lawyers boycott proceedings,34.22128033,5000000.0,,1.11897281,-1.0,16.30642881,,10000000.0,0,0,2019-07-09,Urdu,Pro-Govt,,"['Judiciary', 'Politics']",1
2220,Najam Sethi,Express News,Express Tribune,Sindh,Hyderabad,Media,News anchor resigns citing threats,,17150354.0,275.0,,0.0,,50790.0,,1,0,2019-04-05,Urdu,Neutral,45986.0,"['Politics', 'Media', 'Sports']",1
2221,Umar Cheema,Express News,Dawn,Sindh,Hyderabad,Sports,Karachi Kings beat Multan Sultans,,20000000.0,300.0,-1.127530719,4.0,5.064484357,153904.0,5000000.0,,0,2023-12-20,urdu,,,"['Crime', 'Politics']",0
2222,Mohsin Raza,Samaa TV,Express Tribune,Sindh,Karachi,Sports,Remittances fall sharply in July,,,373.0,,,,145022.0,10000000.0,,0,2019-09-21,English,,,"['Media', 'Politics']",0
2223,Umar Cheema,Hum News,Daily Pakistan,Punjab,Rawalpindi,Economy,Bomb blast near Karachi market,66.2836189,5000000.0,,-1.236202392,,,,10000000.0,1,0,2019-06-24,ENG,,,"['Crime', 'Politics']",0
2224,Shahzeb Khanzada,Geo News,Jang,Balochistan,Quetta,Terrorism,Suicide bombing in Peshawar mosque,,7657989.0,270.0,1.093057676,,1607609.0,61631.0,10000000.0,,0,2024-04-14,Urdu,Neutral,33621.0,"['Politics', 'Economy', 'Media']",0
2225,Kamran Shahid,Hum News,The News,Islamabad,Islamabad,Economy,HEC budget slashed again,100.0,10395421.0,,,,,145202.0,-48682.48383,1,0,2024-02-10,Urdu,Neutral,,"['Politics', 'Media']",0
2226,Shahzeb Khanzada,Hum News,Express Tribune,AJK,Muzaffarabad,Politics,Opposition stages walkout in National Assembly,60.02136982,1000000.0,,,5.0,487486.0,125165.0,,,0,2019-01-01,urdu,Opposition,,"['Politics', 'Economy', 'Media']",1
2227,Nusrat Javed,ARY News,Express Tribune,KPK,Peshawar,Health,Hospitals face medicine shortages,,1000000.0,,1.450051435,5.0,3.740442798,137826.0,5000000.0,0,0,2022-07-09,Urdu,Opposition,,"['Politics', 'Media']",0
2228,Owais Tohid,Express News,Express Tribune,Sindh,Karachi,Economy,HEC budget slashed again,100.0,1000000.0,67.0,,1.0,1046506.0,168379.0,10000000.0,,0,2022-08-23,Urdu,Pro-Govt,,"['Media', 'Politics']",0
2229,Matiullah Jan,Hum News,Express Tribune,KPK,Peshawar,Crime,Top court rejects NAB report,100.0,20000000.0,,,5.0,357398.0,,3642292.98,0,0,2023-05-11,Urdu,Opposition,34648.0,"['Judiciary', 'Politics']",0
2230,Kamran Khan,ARY News,Dawn,Punjab,Rawalpindi,Education,Private schools increase fees,70.68145947,20000000.0,,,,410529.0,135309.0,10000000.0,0,0,2019-10-19,ENG,,17658.0,"['Politics', 'Economy', 'Sports', 'Media']",0
2231,Talat Hussain,Dawn News,Dawn,Punjab,Multan,Judiciary,New universities to be established,73.94832183,,,1.58186877,,1854807.0,45279.0,,1,0,2020-04-13,urdu,Opposition,,"['Politics', 'Media']",0
2232,Kamran Khan,AbbTakk News,Nawa-i-Waqt,Punjab,Multan,Sports,New talent emerges in under-19 cricket,77.54893934,14977251.0,,-0.3406883049,,19.52904824,44240.0,10000000.0,1,0,2018-08-18,ENG,,876.0,"['Politics', 'Economy', 'Sports', 'Media']",1
2233,Saleem Safi,Geo News,Dawn,Punjab,Rawalpindi,Media,Journalists protest censorship in Islamabad,75.85278593,1000000.0,248.0,-0.8676522954,4.0,26.71808753,,10000000.0,1,0,2018-07-08,ENG,Pro-Govt,,"['Politics', 'Terrorism']",0
2234,Ansar Abbasi,Hum News,Daily Pakistan,AJK,Muzaffarabad,Terrorism,Militant hideout destroyed in KPK,,1000000.0,282.0,,-1.0,20.78240282,65964.0,,0,0,2019-03-10,urdu,Neutral,,"['Judiciary', 'Politics']",0
2235,Mohsin Raza,Geo News,Express Tribune,KPK,Peshawar,Media,"Media freedom at risk, says HRCP report",,1000000.0,,,,,,10000000.0,0,0,2018-03-22,English,Opposition,,"['Media', 'Politics']",1
2236,Talat Hussain,Hum News,Daily Pakistan,Sindh,Karachi,Education,Teachers boycott classes in KP,96.47868385,20000000.0,148.0,,1.0,688845.0,,2452697.213,1,0,2019-02-15,urdu,Pro-Govt,,"['Politics', 'Media']",0
2237,Kamran Khan,Hum News,Daily Pakistan,Punjab,Multan,Economy,Mental health awareness campaign launched,,1000000.0,388.0,0.5080137742,-1.0,39.06056876,,5000000.0,1,0,2018-02-28,urdu,Pro-Govt,,"['Politics', 'Economy', 'Sports', 'Media']",1
2238,Najam Sethi,ARY News,Nawa-i-Waqt,Sindh,Karachi,Terrorism,Suicide bombing in Peshawar mosque,68.26967807,5073325.0,419.0,-0.5888005238,4.0,1678690.0,,1620515.054,1,0,2021-04-20,urdu,,,"['Politics', 'Media', 'Sports']",0
2239,Owais Tohid,Geo News,Jang,Punjab,Lahore,Crime,ARY anchor arrested in midnight raid,,,88.0,1.989553729,,33.35936371,,5000000.0,0,0,2020-08-14,urdu,Opposition,,"['Media', 'Politics']",0
