ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
4475,RAUF KLASSRA,Express-News,Daily Pakistan,Balochistan,Lahore,Politics,COVID resurfaces in Islamabad schools,100.2576377,19156172,,,1,10.84349461,,50 lakh,1,,2021-03-22,Urdu,Neutral,
4476,Kamran Shahid,SAMAA TV,Dawn,Islamabad,Peshawar,Politics,Security forces foil major terror bid,-3.706080625,5779051,407,-1.763253705,,1483391,80839,1 crore,0,0,2023-12-21,Urdu,Neutral,20158
4477,Rauf Klasra,Express,The News,Balochistan,Islamabad,Crime,PM announces new economic reforms,,18774118,126,,2,,91603,,No,0,2025-08-23,urdu,,47112
4478,Saleem Safi,geo,Jang,Sindh,Karachi,Judiciary,CJ addresses bar association,111.6279278,2 crore,14,-0.3186124914,,1978187,,50 lakh,0,0,2021-03-08,urdu,,
4479,K. Khan,ARY,Nawa-i-Waqt,KPK,Karachi,Crime,Exports see slight recovery,,5 million,132,,5,36.10784661,,1 crore,0,,2021-02-17,,Opposition,
4480,Saleem Safi,ARY,Nawa-i-Waqt,AJK,Multan,Education,Counter-terrorism department arrests suspects,28.05978046,5 million,492,-0.005766998694,,18.57100593,37419,1 crore,Yes,,2018-06-25,ENG,Pro-Govt,16211
4481,Kamran Shahid,Samaa,The News,Sindh,Peshawar,Crime,Karachi drainage system collapses,,10 lakh,36,,,,,1172261.231,0,0,2022-10-27,Urdu,Opposition,22719
4482,Mohsin Raza Khan,Samaa,Nawa-i-Waqt,Sindh,Peshawar,Politics,Pakistan football team defeats India,,,38,0.6811021905,,32.08428262,66300,50 lakh,0,0,2023-11-14,Urdu,,
4483,Talat Hussain,Samaa,Nawa-i-Waqt,Islamabad,Peshawar,Terrorism,Remittances fall sharply in July,,17870132,,,5,1273411,108628,,1,1,2023-06-27,,Neutral,
4484,Rauf Klasra,hum news,The News,AJK,Lahore,Economy,Flood relief funds under scrutiny,45.3433866,9984244,,-0.03316683434,0,,59562,50 lakh,Yes,,2025-08-16,Urdu,Pro-Govt,
4485,Matiullah Jan,Express-News,The News,Punjab,Peshawar,Crime,ARY anchor arrested in midnight raid,15.59475648,,,-1.058012592,1,1463982,187705,,0,0,2018-05-08,ENG,,23010
4486,K. Khan,DawnNews,Express Tribune,Balochistan,Lahore,Sports,Villages submerged in southern Punjab,72.37805314,2 crore,,,4,1452242,196386,,,1,2020-07-12,ENG,Pro-Govt,49606
4487,Shahzeb Khanzada,geo,Jang,Sindh,Karachi,Crime,Counter-terrorism department arrests suspects,48.2930464,15031353,19,,1,800136,142017,,Yes,,2024-02-01,,Opposition,2908
4488,Asma Shirazi,Geo,Daily Pakistan,KPK,Karachi,Economy,Doctors protest low salaries,93.29211784,2687677,,,2,1694211,,3651056.635,Yes,0,2022-11-22,,,31530
4489,Mohsin Raza Khan,ARYNEWS,Express Tribune,Balochistan,Quetta,Economy,Doctors protest low salaries,95.00559645,2 crore,,,,743391,179070,,Yes,0,2019-04-05,Urdu,Opposition,
4490,Mohsin Raza Khan,Express,Jang,KPK,Multan,Judiciary,Hospitals face medicine shortages,72.76053077,2 crore,,0.8304322117,,,113171,3407558.852,0,1,2022-05-16,ENG,Opposition,
4491,Umar Cheema,Geo,Daily Pakistan,AJK,Lahore,Judiciary,Chief Justice orders suo moto on Karachi violence,94.07651292,5 million,,,3,,121176,,No,,2020-09-07,,Pro-Govt,14162
4492,Kamran Shahid,DAWN,Jang,Balochistan,Quetta,Media,Women cricket team sets new record,,,5,,,48.8296606,,,Yes,0,2021-02-05,,Pro-Govt,13994
4493,RAUF KLASSRA,Express-News,Nawa-i-Waqt,Punjab,Rawalpindi,Health,SC disqualifies minister in assets case,96.95335599,5 million,,0.1914100179,,7.090991321,,3238150.487,1,,2021-10-19,,Pro-Govt,7595
4494,Umar Cheema,ARYNEWS,Dawn,Sindh,Lahore,Health,Geo TV faces heavy fines by PEMRA,24.67859355,2 crore,50,1.589692666,,,,3777503.71,,0,2020-06-15,English,Pro-Govt,31193
4495,Shahzeb Khanzada,Express,Daily Pakistan,Islamabad,Lahore,Economy,Women cricket team sets new record,38.64829237,2 crore,,,,723021,,50 lakh,Yes,1,2022-08-09,English,Pro-Govt,44493
4496,K. Khan,Geo,Dawn,Islamabad,Islamabad,Politics,Senate passes constitutional amendment,70.87526353,10 lakh,59,,,,131368,1 crore,0,,2020-05-26,English,Opposition,3014
4497,Owais Tohid,ARY,Nawa-i-Waqt,Sindh,Peshawar,Terrorism,COVID resurfaces in Islamabad schools,84.70100774,,236,1.990276661,-1,20.42301117,,,Yes,0,2022-06-16,Urdu,Opposition,46242
4498,Mohsin Raza,HUM News,Jang,Punjab,Rawalpindi,Politics,Pakistan football team defeats India,,10 lakh,,,,,159930,1 crore,No,1,2022-02-22,,Pro-Govt,9577
4499,RAUF KLASSRA,HUM News,The News,AJK,Hyderabad,Economy,Pakistan faces defeat in hockey series,,5 million,124,,4,,20462,3735850.334,1,,2021-02-04,Urdu,Opposition,
4500,Mohsin Raza,HUM News,Express Tribune,Balochistan,Multan,Media,Pakistan faces defeat in hockey series,107.582114,10 lakh,307,-1.056576417,5,714793,,50 lakh,0,,2025-10-05,urdu,Pro-Govt,12934
4501,Kamran Shahid,geo,Nawa-i-Waqt,Sindh,Multan,Media,Election rigging scandal unfolds in Lahore,,7558770,,-1.391938568,0,,111416,1 crore,,1,2020-04-03,English,,
4502,K. Khan,DAWN,Dawn,AJK,Karachi,Judiciary,Punjab launches scholarship scheme,,2 crore,342,,,40.11528749,,191148.4251,Yes,1,2018-05-16,Urdu,Pro-Govt,
4503,Kamran Shahid,ARY News,Nawa-i-Waqt,Punjab,Karachi,Sports,Babar Azam century wins the game,,10 lakh,,,,,148403,2400092.503,1,1,2021-02-25,,,
4504,Asma Shirazi,AbbTakk News,The News,Punjab,Karachi,Politics,COVID resurfaces in Islamabad schools,,2 crore,205,,,1630125,75807,1 crore,No,1,2023-07-28,ENG,Neutral,
4505,Ansar Abbasi,Geo,The News,Islamabad,Karachi,Education,Bomb blast near Karachi market,,10 lakh,,0.8131162141,5,,72987,,0,0,2024-10-23,ENG,Neutral,
4506,Shahzeb Khanzada,ary,Jang,AJK,Islamabad,Sports,Education ministry faces criticism,,15511192,29,,,1815825,54643,50 lakh,0,0,2023-12-03,ENG,Opposition,10305
4507,Asma Shirazi,SAMAA TV,Nawa-i-Waqt,AJK,Rawalpindi,Crime,Journalists protest censorship in Islamabad,-3.711361364,,229,,1,,60801,,Yes,,2025-08-25,ENG,Opposition,
4508,RAUF KLASSRA,geo,Dawn,Punjab,Peshawar,Judiciary,Trade deficit widens again,,2 crore,90,,0,,183834,,,,2024-07-13,Urdu,Neutral,35697
4509,Dr. Shahid Masood,GEO NEWS,Nawa-i-Waqt,Islamabad,Islamabad,Health,Supreme Court issues notice on corruption case,48.43469351,5 million,,1.718441129,2,116278,,,Yes,1,2022-07-05,ENG,,24864
4510,Nusrat Javed,AbbTakk News,Daily Pakistan,Balochistan,Quetta,Health,Attack on Army convoy in Waziristan,72.44510469,,,-1.131423791,,38.23127648,25699,1 crore,,1,2021-03-08,,Opposition,8353
4511,Asma Shirazi,HUM News,The News,Sindh,Islamabad,Media,Curriculum reforms announced,55.60350602,,250,1.894091401,3,671141,,50 lakh,0,0,2019-09-04,urdu,,
4512,Owais Tohid,ary,Dawn,Balochistan,Hyderabad,Economy,Counter-terrorism department arrests suspects,,2 crore,112,,1,215718,,1995710.555,0,1,2018-07-15,ENG,,
4513,Talat Hussain,geo,Nawa-i-Waqt,Sindh,Hyderabad,Terrorism,Case adjourned till next week,41.7982809,,,1.430948517,,35.95709378,,1 crore,No,0,2022-07-19,Urdu,Neutral,
4514,Ansar Abbasi,geo,Express Tribune,Islamabad,Karachi,Economy,Hospitals face medicine shortages,64.28772962,,,,,20.65293916,,,1,0,2025-11-15,English,Opposition,
4515,Shahzeb Khanzada,ARY,Nawa-i-Waqt,Sindh,Hyderabad,Judiciary,Relief camp set up in Multan,94.05505077,,-22,,2,,136123,,,,2025-11-01,English,Neutral,
4516,Shahzeb Khanzada,HUM News,Jang,Islamabad,Karachi,Judiciary,SC disqualifies minister in assets case,102.0785398,2 crore,382,,,,123019,4102113.861,1,,2018-01-12,urdu,Neutral,
4517,Kamran Khan,geo,Express Tribune,AJK,Lahore,Terrorism,Army chief meets PM over political crisis,,2 crore,124,1.585868613,5,,,1498881.036,0,,2023-10-02,ENG,,
4518,Najam Sethi,ARYNEWS,Dawn,Sindh,Quetta,Crime,Government to increase petrol price by Rs. 20,43.55240496,2 crore,,0.07274150722,5,7.422443296,,50 lakh,No,0,2020-04-25,,Neutral,
4519,Talat Hussain,Express-News,Jang,Balochistan,Karachi,Politics,Bomb blast near Karachi market,11.54975971,15704633,174,,,,,1 crore,No,,2022-02-14,,,
4520,Umar Cheema,ARYNEWS,Daily Pakistan,KPK,Quetta,Crime,PEMRA issues warning to multiple channels,66.29270744,2 crore,,-0.7589847435,,234227,140001,,Yes,0,2025-05-01,ENG,Pro-Govt,
4521,shahzeb khanzada,ARYNEWS,Express Tribune,KPK,Multan,Crime,Punjab launches scholarship scheme,82.14756705,2 crore,,1.304829902,4,28.20257576,,3460524.845,No,,2019-03-12,English,Neutral,37270
4522,Mohsin Raza,ARY,Nawa-i-Waqt,Islamabad,Rawalpindi,Education,Budget deficit reaches record high,9.521689251,10 lakh,,-0.8654467601,-1,6.715249478,,50 lakh,0,0,2018-11-28,English,Opposition,43345
4523,Rauf Klasra,SAMAA TV,Express Tribune,Punjab,Multan,Crime,Terrorist attack in Quetta leaves 20 dead,9.00992344,10039291,,1.542870711,5,,,50 lakh,Yes,1,2019-11-16,English,,
4524,K. Khan,DawnNews,Jang,Islamabad,Multan,Politics,Khan addresses rally in Multan,55.8215957,2 crore,,,2,32.44221308,,1 crore,1,1,2022-04-02,urdu,,
4525,Kamran Khan,GEO NEWS,The News,Balochistan,Karachi,Politics,Private schools increase fees,110.5215787,,239,,,1162197,135038,1 crore,1,,2025-06-27,Urdu,,
4526,Mohsin Raza Khan,GEO NEWS,Express Tribune,AJK,Rawalpindi,Politics,PSL Final: Lahore Qalandars vs Karachi Kings,,110129,,,0,492883,156532,,,1,2022-12-17,English,Pro-Govt,
4527,Asma Shirazi,DAWN,The News,KPK,Rawalpindi,Judiciary,Cricket team departs for World Cup,,5 million,,,2,3.717178728,,50 lakh,1,,2021-12-13,urdu,Neutral,3267
4528,shahzeb khanzada,Express,Dawn,KPK,Islamabad,Health,International squash event begins in Islamabad,,12404310,,,5,4.519579033,,1 crore,Yes,,2023-05-14,ENG,Pro-Govt,
4529,Shahzeb Khanzada,ARYNEWS,Express Tribune,KPK,Multan,Economy,PEMRA issues warning to multiple channels,109.6152381,10 lakh,,,1,737634,2044,4065123.789,No,0,2024-07-05,English,Pro-Govt,23429
4530,Umar Cheema,Express,Dawn,Islamabad,Karachi,Judiciary,Dawn faces backlash over editorial,111.7741837,15206192,450,,4,22.48435405,,1320139.986,0,1,2018-04-01,urdu,Pro-Govt,
4531,Nusrat Javed,DAWN,Nawa-i-Waqt,KPK,Quetta,Education,Health crisis follows floods,,2 crore,,,,,,4227074.802,,,2025-05-25,urdu,Opposition,
4532,Ansar Abbasi,DAWN,Jang,Punjab,Lahore,Judiciary,"Judiciary under pressure, say analysts",17.72771925,5 million,266,,3,,,1 crore,1,,2024-10-25,,,34997
4533,Umar Cheema,GEO NEWS,Daily Pakistan,Sindh,Islamabad,Politics,New tax reforms spark debate in parliament,89.27789135,10 lakh,161,,4,54729,74120,,Yes,0,2022-01-25,,Neutral,779
4534,shahzeb khanzada,Express,Dawn,KPK,Lahore,Judiciary,Flood relief funds under scrutiny,61.51214196,1235934,-22,1.937949973,1,3.644303379,,1 crore,,1,2025-07-25,urdu,Neutral,
4535,Umar Cheema,DAWN,Nawa-i-Waqt,KPK,Hyderabad,Politics,Karachi drainage system collapses,,10 lakh,,-1.402103649,2,2.94855867,198026,,No,0,2023-11-10,Urdu,,19641
4536,Rauf Klasra,DawnNews,Nawa-i-Waqt,AJK,Peshawar,Health,Climate change worsening floods,,10 lakh,-5,,3,1255263,169075,50 lakh,,,2018-06-03,Urdu,,39727
4537,Kamran Khan,ARY News,Express Tribune,Islamabad,Islamabad,Judiciary,Karachi drainage system collapses,102.6610007,5 million,,1.52273439,,,44190,,1,,2021-06-03,ENG,Pro-Govt,
4538,RAUF KLASSRA,DAWN,Dawn,Islamabad,Multan,Terrorism,PEMRA issues warning to multiple channels,,10 lakh,484,0.8231254051,3,,6169,50 lakh,No,,2019-06-10,urdu,Opposition,226
4539,RAUF KLASSRA,DAWN,Nawa-i-Waqt,KPK,Karachi,Health,Khan addresses rally in Multan,,5 million,142,1.227389446,3,411487,,50 lakh,Yes,0,2024-02-17,,Opposition,
4540,Asma Shirazi,DAWN,Daily Pakistan,Balochistan,Karachi,Media,Health workers go on strike in Punjab,99.27910703,10 lakh,383,0.6805734899,3,16.01595724,,,Yes,,2025-11-07,ENG,,
4541,Owais Tohid,Samaa,Jang,Punjab,Karachi,Sports,Education ministry faces criticism,110.6006335,2 crore,198,,,48.96121535,138528,50 lakh,1,,2021-03-23,urdu,,35538
4542,Asma Shirazi,ARY News,Express Tribune,KPK,Lahore,Terrorism,Government to increase petrol price by Rs. 20,,2 crore,403,,2,35.88535592,,,No,1,2025-07-10,ENG,Pro-Govt,
4543,Mohsin Raza Khan,geo,Daily Pakistan,AJK,Quetta,Education,Punjab launches scholarship scheme,109.2402367,,87,-1.347993245,4,,28616,50 lakh,Yes,1,2025-04-07,Urdu,Neutral,44164
4544,Talat Hussain,HUM News,Jang,Sindh,Multan,Education,Government announces new health policy,39.11491503,17107122,481,,5,1603562,,50 lakh,No,1,2019-01-16,ENG,,
4545,Asma Shirazi,geo,Dawn,Balochistan,Karachi,Politics,HEC budget slashed again,,,,,,,,1 crore,No,0,2021-05-01,urdu,,26641
4546,Mohsin Raza Khan,HUM News,Dawn,Punjab,Rawalpindi,Terrorism,Court orders release of missing persons,98.54363034,13487957,341,,,1147228,,502952.5563,,1,2022-05-27,,Neutral,40260
4547,shahzeb khanzada,AbbTakk News,Jang,Balochistan,Rawalpindi,Sports,Quetta blast: ISPR releases statement,22.93158566,5 million,383,,,,89527,1 crore,Yes,,2021-09-28,English,,
4548,Asma Shirazi,ARYNEWS,Nawa-i-Waqt,Punjab,Lahore,Media,PSL Final: Lahore Qalandars vs Karachi Kings,,2 crore,97,0.3303829402,,,,1 crore,0,,2022-06-24,Urdu,Pro-Govt,4095
4549,Mohsin Raza Khan,ARY News,The News,Sindh,Rawalpindi,Terrorism,Remittances fall sharply in July,,18396432,,0.7189780435,,1267469,,4912970.188,0,0,2021-12-01,urdu,Neutral,20137
4550,Asma Shirazi,DawnNews,Express Tribune,Sindh,Quetta,Terrorism,University students protest fee hikes,19.92594313,,,0.6285032184,,,13126,,,1,2025-12-05,ENG,,35475
4551,Nusrat Javed,DAWN,Nawa-i-Waqt,Sindh,Lahore,Economy,Stock exchange crashes amid crisis,86.75050977,5 million,,,-1,26.9997984,20545,,No,,2020-11-02,urdu,Pro-Govt,47774
4552,Shahzeb Khanzada,Express-News,Jang,AJK,Islamabad,Economy,Polio cases reported in KPK,,1885663,356,,,14.26659542,,50 lakh,,1,2024-01-20,ENG,Opposition,22498
4553,Rauf Klasra,geo,The News,Balochistan,Multan,Sports,Aid for Balochistan still missing,25.25601747,5 million,429,,,1364436,,3153760.097,0,,2023-05-18,,Pro-Govt,
4554,Kamran Khan,SAMAA TV,The News,Sindh,Peshawar,Economy,Dollar hits 300 in open market,85.53154534,5 million,131,-1.236883215,2,1919973,62100,50 lakh,No,,2018-02-11,,Pro-Govt,
4555,Kamran Shahid,ARY,Jang,KPK,Peshawar,Media,Senate passes constitutional amendment,4.282385054,3047132,,-1.35699764,,31.32813668,,50 lakh,Yes,1,2024-04-22,ENG,,34039
4556,Rauf Klasra,Samaa,Nawa-i-Waqt,KPK,Lahore,Judiciary,Health crisis follows floods,49.10922895,14710095,,-0.5969368409,,27.1934517,192347,,1,0,2023-05-01,ENG,Opposition,17590
4557,Owais Tohid,ARY,Daily Pakistan,AJK,Multan,Health,Digital media gaining popularity,,10 lakh,388,1.710262088,2,36.5874713,84602,50 lakh,,,2018-12-19,ENG,Neutral,
4558,K. Khan,SAMAA TV,Dawn,KPK,Karachi,Media,Army chief meets PM over political crisis,90.96149001,5448955,282,1.989439048,,6.854836531,176690,,Yes,,2023-10-11,English,,
4559,Rauf Klasra,geo,The News,KPK,Quetta,Crime,"Judiciary under pressure, say analysts",64.98875123,2 crore,91,,,,,1 crore,0,,2020-10-05,urdu,,40752
4560,Nusrat Javed,DAWN,Dawn,AJK,Karachi,Politics,Five soldiers martyred in ambush,0.3675277551,2 crore,,-1.303077969,1,1177846,,,,1,2025-05-15,English,Pro-Govt,8599
4561,Mohsin Raza Khan,AbbTakk News,Dawn,Punjab,Karachi,Economy,"Media freedom at risk, says HRCP report",,2 crore,,,,1991714,91281,,No,1,2020-10-05,ENG,Neutral,4733
4562,Kamran Khan,Geo,Nawa-i-Waqt,Balochistan,Multan,Media,Flood relief funds under scrutiny,107.3857832,10503464,50,0.7652755942,,1553913,,1 crore,Yes,0,2022-11-20,,Opposition,
4563,Rauf Klasra,SAMAA TV,Jang,Sindh,Rawalpindi,Media,COVID resurfaces in Islamabad schools,,2 crore,,,4,34.16993534,30041,50 lakh,,,2025-07-28,,Neutral,49708
4564,Owais Tohid,DawnNews,Jang,AJK,Multan,Terrorism,Lawyers boycott proceedings,112.6610709,2 crore,60,,,,,1 crore,No,1,2018-09-28,English,Pro-Govt,
4565,Matiullah Jan,geo,Jang,Islamabad,Karachi,Judiciary,Trade deficit widens again,22.76238472,,,1.767681436,,,104514,50 lakh,1,0,2024-06-26,Urdu,Opposition,
4566,Umar Cheema,Express,The News,Sindh,Karachi,Health,Militant hideout destroyed in KPK,79.75240934,2 crore,186,,,286264,,1 crore,0,,2019-01-10,,,48448
4567,shahzeb khanzada,hum news,Daily Pakistan,KPK,Karachi,Education,Election rigging scandal unfolds in Lahore,59.34905814,7839130,82,,0,,75290,,,0,2021-05-17,urdu,Opposition,8492
4568,Kamran Shahid,ary,Jang,Punjab,Islamabad,Sports,Thousands displaced due to rains,91.54722431,,118,,2,,,2853189.364,1,0,2021-11-22,urdu,Pro-Govt,4457
4569,Kamran Khan,GEO NEWS,Dawn,Punjab,Peshawar,Media,Polio cases reported in KPK,84.76391676,10 lakh,,-1.337112503,,36.14582466,117260,4727281.802,0,1,2023-06-17,urdu,Pro-Govt,27032
4570,Kamran Khan,AbbTakk News,Nawa-i-Waqt,Punjab,Peshawar,Health,High Court stays government decision,63.95017987,14558309,119,,2,55934,,1 crore,Yes,,2022-10-11,Urdu,Opposition,
4571,Nusrat Javed,ARY,Express Tribune,KPK,Peshawar,Economy,Journalists protest censorship in Islamabad,,,,,,,38831,50 lakh,No,,2022-04-20,,Pro-Govt,
4572,Umar Cheema,DawnNews,Dawn,Punjab,Hyderabad,Crime,CJ addresses bar association,83.83781654,10 lakh,102,0.1586043796,,1586995,109854,50 lakh,Yes,1,2024-02-24,urdu,Neutral,
4573,Ansar Abbasi,DawnNews,The News,AJK,Islamabad,Judiciary,Relief camp set up in Multan,,2 crore,442,-0.8369144956,,,102063,,No,0,2025-08-15,urdu,Pro-Govt,35942
4574,Kamran Shahid,hum news,Nawa-i-Waqt,AJK,Islamabad,Sports,Dawn faces backlash over editorial,,,,,,30.06443821,165947,1204783.354,0,,2021-02-27,urdu,Opposition,
4575,Umar Cheema,ary,Express Tribune,Punjab,Karachi,Economy,Government launches CPEC project in Gwadar,,5 million,,,,38.49569879,,,Yes,1,2024-01-13,,,45857
4576,Mohsin Raza,AbbTakk News,Express Tribune,Sindh,Quetta,Judiciary,Cricket team departs for World Cup,55.97012837,2 crore,412,-1.366603933,-1,26.83631128,78212,310554.8583,No,,2023-09-20,ENG,Neutral,21996
4577,RAUF KLASSRA,HUM News,Daily Pakistan,Sindh,Quetta,Health,Digital media gaining popularity,50.66828717,,,-0.5525261065,,,180446,1 crore,,1,2022-01-03,urdu,,44637
4578,Owais Tohid,DawnNews,Dawn,Punjab,Quetta,Crime,Private schools increase fees,,10 lakh,,,5,35.63438989,91554,391220.377,Yes,0,2025-08-10,English,,32713
4579,Rauf Klasra,hum news,Jang,AJK,Islamabad,Economy,PM announces new economic reforms,16.77434663,,,,5,15.9575918,131590,1460615.122,No,0,2025-05-24,,,41482
4580,Matiullah Jan,hum news,Daily Pakistan,Sindh,Quetta,Crime,Thousands displaced due to rains,,5 million,,0.8057534237,,24.58026325,,1 crore,0,,2018-07-12,Urdu,Neutral,18191
4581,Asma Shirazi,Geo,Jang,AJK,Lahore,Politics,Matric exams leaked in Karachi,75.92194325,7427707,,,4,799221,189262,4450840.906,,,2021-05-19,,Opposition,
4582,RAUF KLASSRA,Express-News,Nawa-i-Waqt,Sindh,Islamabad,Crime,Chief Justice orders suo moto on Karachi violence,-0.7426877209,376299,,,-1,,,2312842.346,No,1,2025-04-06,English,Neutral,28540
4583,Kamran Khan,ARY News,Nawa-i-Waqt,Islamabad,Rawalpindi,Sports,Punjab bans junk food in schools,25.82668956,10 lakh,,0.3742212906,,43.57167157,25577,50 lakh,1,0,2022-12-03,Urdu,Pro-Govt,
4584,Ansar Abbasi,SAMAA TV,Nawa-i-Waqt,KPK,Lahore,Education,"Judiciary under pressure, say analysts",67.62566865,10 lakh,,,4,783949,,3579654.15,No,0,2021-06-13,English,Opposition,
4585,Umar Cheema,Express,Jang,AJK,Lahore,Media,Army chief meets PM over political crisis,,10 lakh,20,-1.463328214,4,48.98440926,107909,50 lakh,Yes,1,2025-06-05,ENG,,
4586,Najam Sethi,Geo,Daily Pakistan,KPK,Multan,Crime,Cabinet approves controversial media law,55.31396957,2 crore,500,,,71805,51175,,Yes,1,2020-08-17,Urdu,Pro-Govt,35985
4587,Owais Tohid,DAWN,Jang,AJK,Lahore,Politics,Government to increase petrol price by Rs. 20,,6513715,286,0.2343931041,,,75188,1 crore,1,,2021-04-20,,Opposition,6791
4588,Mohsin Raza,Express-News,Jang,KPK,Hyderabad,Terrorism,Cabinet approves controversial media law,,10 lakh,185,,2,,,,1,0,2025-02-08,ENG,Opposition,
4589,Mohsin Raza Khan,Geo,Dawn,Punjab,Islamabad,Health,Dengue cases rising in Lahore hospitals,31.12480377,10 lakh,287,0.4888150885,,45.25755498,,1 crore,No,1,2018-08-17,urdu,Neutral,12962
4590,Kamran Shahid,hum news,Express Tribune,AJK,Lahore,Health,Vaccination drive faces shortage,,2 crore,,,,1205959,,598219.1426,No,0,2019-10-27,ENG,,3414
4591,RAUF KLASSRA,Samaa,Jang,Sindh,Multan,Economy,Pakistan faces defeat in hockey series,90.35897033,10964786,217,,-1,,22588,50 lakh,,0,2019-01-25,Urdu,Opposition,
4592,Kamran Shahid,AbbTakk News,Jang,KPK,Lahore,Media,Vaccination drive faces shortage,,10 lakh,,0.5953092438,3,47.34288468,,1 crore,Yes,0,2019-09-01,,Neutral,
4593,Talat Hussain,Geo,Daily Pakistan,Sindh,Rawalpindi,Media,Flood relief funds under scrutiny,,19082374,,-1.352103336,,,100136,2470566.718,,1,2024-07-27,,Pro-Govt,35757
4594,Dr. Shahid Masood,ARYNEWS,Dawn,Punjab,Karachi,Terrorism,Hospitals face medicine shortages,,10 lakh,54,0.5451443321,,24.88486328,121620,1 crore,1,0,2019-10-08,,Opposition,
4595,Nusrat Javed,hum news,Dawn,Sindh,Multan,Education,Government launches CPEC project in Gwadar,59.9363755,10 lakh,381,,,1253861,,4300218.178,Yes,1,2018-06-13,,Opposition,
4596,Owais Tohid,ARYNEWS,Nawa-i-Waqt,Punjab,Quetta,Health,Government launches CPEC project in Gwadar,84.69827222,5 million,,1.490605835,,37.19856054,,2214627.218,No,,2018-06-23,ENG,Pro-Govt,
4597,Nusrat Javed,ary,Jang,Sindh,Hyderabad,Health,Terrorist attack in Quetta leaves 20 dead,26.35220229,10 lakh,,-1.280659189,,16.97971009,75345,4694872.071,1,0,2022-09-22,urdu,Neutral,
4598,K. Khan,ARYNEWS,Dawn,Balochistan,Islamabad,Crime,Health crisis follows floods,16.11410695,2 crore,,1.391630028,0,,,,1,0,2018-05-28,urdu,Neutral,
4599,Shahzeb Khanzada,ARYNEWS,Nawa-i-Waqt,Sindh,Karachi,Crime,Quetta blast: ISPR releases statement,,5 million,,0.2230520899,5,,126152,1989398.312,0,,2018-06-03,ENG,Pro-Govt,
4600,Talat Hussain,GEO NEWS,Nawa-i-Waqt,Punjab,Karachi,Terrorism,PSL Final: Lahore Qalandars vs Karachi Kings,87.59108463,10542949,,-0.6909944527,,1.63477113,,3041085.404,Yes,,2018-12-05,English,Neutral,42928
